ba1000,ba1001,ba1002,ba1003,ba1010,ba1011,ba1012,ba1013,ba1020,ba1021,ba1022,ba1023,ba1030,ba1031,ba1032,ba1033,ba1100,ba1101,ba1102,ba1103,ba1110,ba1111,ba1112,ba1113,ba1120,ba1121,ba1122,ba1123,ba1130,ba1131,ba1132,ba1133,ba1200,ba1201,ba1202,ba1203,ba1210,ba1211,ba1212,ba1213,ba1220,ba1221,ba1222,ba1223,ba1230,ba1231,ba1232,ba1233,ba1300,ba1301,ba1302,ba1303,ba1310,ba1311,ba1312,ba1313,ba1320,ba1321,ba1322,ba1323,ba1330,ba1331,ba1332,ba1333,ba2000,ba2001,ba2002,ba2003,ba2010,ba2011,ba2012,ba2013,ba2020,ba2021,ba2022,ba2023,ba2030,ba2031,ba2032,ba2033,ba2100,ba2101,ba2102,ba2103,ba2110,ba2111,ba2112,ba2113,ba2120,ba2121,ba2122,ba2123,ba2130,ba2131,ba2132,ba2133,ba2200,ba2201,ba2202,ba2203,ba2210,ba2211,ba2212,ba2213,ba2220,ba2221,ba2222,ba2223,ba2230,ba2231,ba2232,ba2233,ba2300,ba2301,ba2302,ba2303,ba2310,ba2311,ba2312,ba2313,ba2320,ba2321,ba2322,ba2323,ba2330,ba2331,ba2332,ba2333,ba3000,ba3001,ba3002,ba3003,ba3010,ba3011,ba3012,ba3013,ba3020,ba3021,ba3022,ba3023,ba3030,ba3031,ba3032,ba3033,ba3100,ba3101,ba3102,ba3103,ba3110,ba3111,ba3112,ba3113,ba3120,ba3121,ba3122,ba3123,ba3130,ba3131,ba3132,ba3133,ba3200,ba3201,ba3202,ba3203,ba3210,ba3211,ba3212,ba3213,ba3220,ba3221,ba3222,ba3223,ba3230,ba3231,ba3232,ba3233,ba3300,ba3301,ba3302,ba3303,ba3310,ba3311,ba3312,ba3313,ba3320,ba3321,ba3322,ba3323,ba3330,ba3331,ba3332,ba3333,si00000,si00001,si00002,si00010,si00011,si00012,si00020,si00021,si00022,si00100,si00101,si00102,si00110,si00111,si00112,si00120,si00121,si00122,si00200,si00201,si00202,si00210,si00211,si00212,si00220,si00221,si00222,si01000,si01001,si01002,si01010,si01011,si01012,si01020,si01021,si01022,si01100,si01101,si01102,si01110,si01111,si01112,si01120,si01121,si01122,si01200,si01201,si01202,si01210,si01211,si01212,si01220,si01221,si01222,si02000,si02001,si02002,si02010,si02011,si02012,si02020,si02021,si02022,si02100,si02101,si02102,si02110,si02111,si02112,si02120,si02121,si02122,si02200,si02201,si02202,si02210,si02211,si02212,si02220,si02221,si02222,su00000,su00001,su00002,su00010,su00011,su00012,su00020,su00021,su00022,su00100,su00101,su00102,su00110,su00111,su00112,su00120,su00121,su00122,su00200,su00201,su00202,su00210,su00211,su00212,su00220,su00221,su00222,su01000,su01001,su01002,su01010,su01011,su01012,su01020,su01021,su01022,su01100,su01101,su01102,su01110,su01111,su01112,su01120,su01121,su01122,su01200,su01201,su01202,su01210,su01211,su01212,su01220,su01221,su01222,su02000,su02001,su02002,su02010,su02011,su02012,su02020,su02021,su02022,su02100,su02101,su02102,su02110,su02111,su02112,su02120,su02121,su02122,su02200,su02201,su02202,su02210,su02211,su02212,su02220,su02221,su02222,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-8.779865,-37.40394,0,37.40394,8.779865,0,23.21381,-20.86664,0,30.12216,-8.894754,-32.48005,-32.0548,-99.88162,0,20.86664,-23.21381,-32.48005,99.88162,32.0548,0,8.894754,-30.12216,0,0,0,23.21381,-40.9847,-22.61291,20.86664,29.58185,5.986852,-8.779865,-40.9847,-5.986852,30.12216,91.87153,-7.099457,99.88162,-43.39832,0,37.40394,29.58185,22.61291,-32.0548,-43.39832,0,8.894754,-0.7619545,7.099457,0,0,0,-20.86664,-5.986852,-29.58185,-23.21381,22.61291,40.9847,-37.40394,-22.61291,-29.58185,-8.894754,-7.099457,0.7619545,32.0548,0,43.39832,8.779865,5.986852,40.9847,-99.88162,0,43.39832,-30.12216,7.099457,-91.87153,0,0,0,0,49.46158,-23.85483,0,23.85483,-49.46158,0,-10.14364,-35.05068,0,11.24679,-91.82896,-40.52761,-68.33652,-46.54872,0,35.05068,10.14364,-40.52761,46.54872,68.33652,0,91.82896,-11.24679,0,0,0,-10.14364,46.50799,-82.13683,35.05068,4.228974,49.91747,49.46158,46.50799,-49.91747,11.24679,31.55431,86.18604,46.54872,-5.986774,0,23.85483,4.228974,82.13683,-68.33652,-5.986774,0,91.82896,36.03429,-86.18604,0,0,0,-35.05068,-49.91747,-4.228974,10.14364,82.13683,-46.50799,-23.85483,-82.13683,-4.228974,-91.82896,86.18604,-36.03429,68.33652,0,5.986774,-49.46158,49.91747,-46.50799,-46.54872,0,5.986774,-11.24679,-86.18604,-31.55431,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-13.41588,-1.688618,0,1.688618,13.41588,0,48.17747,49.94162,0,41.74503,-60.53471,-63.18765,-54.21642,-3.308654,0,-49.94162,-48.17747,-63.18765,3.308654,54.21642,0,60.53471,-41.74503,0,0,0,48.17747,37.44957,-64.13246,-49.94162,50.97041,-23.43153,-13.41588,37.44957,23.43153,41.74503,71.71055,27.25412,3.308654,79.98192,0,1.688618,50.97041,64.13246,-54.21642,79.98192,0,60.53471,38.46913,-27.25412,0,0,0,49.94162,23.43153,-50.97041,-48.17747,64.13246,-37.44957,-1.688618,-64.13246,-50.97041,-60.53471,27.25412,-38.46913,54.21642,0,-79.98192,13.41588,-23.43153,-37.44957,-3.308654,0,-79.98192,-41.74503,-27.25412,-71.71055,0,0,0,0,0.9489119,-15.41655,0,15.41655,-0.9489119,0,-27.10999,-40.16851,0,-20.88827,-97.56987,-86.56688,-20.38741,-33.07128,0,40.16851,27.10999,-86.56688,33.07128,20.38741,0,97.56987,20.88827,0,0,0,-27.10999,-4.276318,-62.71299,40.16851,32.83676,24.38079,0.9489119,-4.276318,-24.38079,-20.88827,-27.38206,6.19738,33.07128,15.36494,0,15.41655,32.83676,62.71299,-20.38741,15.36494,0,97.56987,-1.761042,-6.19738,0,0,0,-40.16851,-24.38079,-32.83676,27.10999,62.71299,4.276318,-15.41655,-62.71299,-32.83676,-97.56987,6.19738,1.761042,20.38741,0,-15.36494,-0.9489119,24.38079,4.276318,-33.07128,0,-15.36494,20.88827,-6.19738,27.38206,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,36.65055,-4.30218,0,4.30218,-36.65055,0,10.87777,-9.833139,0,-0.8887351,-69.78008,-56.444,-96.92484,-88.69491,0,9.833139,-10.87777,-56.444,88.69491,96.92484,0,69.78008,0.8887351,0,0,0,10.87777,37.19835,-58.03225,9.833139,94.11222,-6.453532,36.65055,37.19835,6.453532,-0.8887351,86.55695,-34.56532,88.69491,-68.98618,0,4.30218,94.11222,58.03225,-96.92484,-68.98618,0,69.78008,-3.988992,34.56532,0,0,0,-9.833139,6.453532,-94.11222,-10.87777,58.03225,-37.19835,-4.30218,-58.03225,-94.11222,-69.78008,-34.56532,3.988992,96.92484,0,68.98618,-36.65055,-6.453532,-37.19835,-88.69491,0,68.98618,0.8887351,34.56532,-86.55695,0,0,0,0,-8.175379,-40.9224,0,40.9224,8.175379,0,17.01318,-48.7008,0,29.44486,-21.47047,-12.36716,-29.58783,-75.70834,0,48.7008,-17.01318,-12.36716,75.70834,29.58783,0,21.47047,-29.44486,0,0,0,17.01318,-49.32141,-14.34169,48.7008,38.57792,-6.485623,-8.175379,-49.32141,6.485623,29.44486,80.63599,81.63785,75.70834,-1.957858,0,40.9224,38.57792,14.34169,-29.58783,-1.957858,0,21.47047,-66.61084,-81.63785,0,0,0,-48.7008,6.485623,-38.57792,-17.01318,14.34169,49.32141,-40.9224,-14.34169,-38.57792,-21.47047,81.63785,66.61084,29.58783,0,1.957858,8.175379,-6.485623,49.32141,-75.70834,0,1.957858,-29.44486,-81.63785,-80.63599,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-18.18902,-40.62783,0,40.62783,18.18902,0,-46.70153,-46.50326,0,-7.581669,-34.04637,-40.85241,-99.9944,-57.50852,0,46.50326,46.70153,-40.85241,57.50852,99.9944,0,34.04637,7.581669,0,0,0,-46.70153,35.61976,-4.589582,46.50326,36.61224,-5.710954,-18.18902,35.61976,5.710954,-7.581669,81.71189,92.75076,57.50852,-27.00745,0,40.62783,36.61224,4.589582,-99.9944,-27.00745,0,34.04637,26.24181,-92.75076,0,0,0,-46.50326,5.710954,-36.61224,46.70153,4.589582,-35.61976,-40.62783,-4.589582,-36.61224,-34.04637,92.75076,-26.24181,99.9944,0,27.00745,18.18902,-5.710954,-35.61976,-57.50852,0,27.00745,7.581669,-92.75076,-81.71189,0,0,0,0,32.42599,-4.331225,0,4.331225,-32.42599,0,-13.95542,7.061988,0,-28.22547,-31.98147,-74.09473,-53.04659,-0.837207,0,-7.061988,13.95542,-74.09473,0.837207,53.04659,0,31.98147,28.22547,0,0,0,-13.95542,-19.49247,-86.09681,-7.061988,66.15543,-31.20255,32.42599,-19.49247,31.20255,-28.22547,-25.27988,28.97551,0.837207,62.44349,0,4.331225,66.15543,86.09681,-53.04659,62.44349,0,31.98147,-26.4285,-28.97551,0,0,0,7.061988,31.20255,-66.15543,13.95542,86.09681,19.49247,-4.331225,-86.09681,-66.15543,-31.98147,28.97551,26.4285,53.04659,0,-62.44349,-32.42599,-31.20255,19.49247,-0.837207,0,-62.44349,28.22547,-28.97551,25.27988,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-18.18902,-40.62783,0,40.62783,18.18902,0,-46.70153,-46.50326,0,-7.581669,-34.04637,-40.85241,-99.9944,-57.50852,0,46.50326,46.70153,-40.85241,57.50852,99.9944,0,34.04637,7.581669,0,0,0,-46.70153,35.61976,-4.589582,46.50326,36.61224,-5.710954,-18.18902,35.61976,5.710954,-7.581669,81.71189,92.75076,57.50852,-27.00745,0,40.62783,36.61224,4.589582,-99.9944,-27.00745,0,34.04637,26.24181,-92.75076,0,0,0,-46.50326,5.710954,-36.61224,46.70153,4.589582,-35.61976,-40.62783,-4.589582,-36.61224,-34.04637,92.75076,-26.24181,99.9944,0,27.00745,18.18902,-5.710954,-35.61976,-57.50852,0,27.00745,7.581669,-92.75076,-81.71189,0,0,0,0,32.42599,-4.331225,0,4.331225,-32.42599,0,-13.95542,7.061988,0,-28.22547,-31.98147,-74.09473,-53.04659,-0.837207,0,-7.061988,13.95542,-74.09473,0.837207,53.04659,0,31.98147,28.22547,0,0,0,-13.95542,-19.49247,-86.09681,-7.061988,66.15543,-31.20255,32.42599,-19.49247,31.20255,-28.22547,-25.27988,28.97551,0.837207,62.44349,0,4.331225,66.15543,86.09681,-53.04659,62.44349,0,31.98147,-26.4285,-28.97551,0,0,0,7.061988,31.20255,-66.15543,13.95542,86.09681,19.49247,-4.331225,-86.09681,-66.15543,-31.98147,28.97551,26.4285,53.04659,0,-62.44349,-32.42599,-31.20255,19.49247,-0.837207,0,-62.44349,28.22547,-28.97551,25.27988,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,46.27559,-38.0789,0,38.0789,-46.27559,0,20.30992,11.95192,0,0.3228247,-14.06289,-80.1428,-53.84914,-16.68688,0,-11.95192,-20.30992,-80.1428,16.68688,53.84914,0,14.06289,-0.3228247,0,0,0,20.30992,41.36451,-20.29663,-11.95192,76.24435,43.72488,46.27559,41.36451,-43.72488,0.3228247,82.18115,82.0778,16.68688,-70.67976,0,38.0789,76.24435,20.29663,-53.84914,-70.67976,0,14.06289,48.70394,-82.0778,0,0,0,11.95192,-43.72488,-76.24435,-20.30992,20.29663,-41.36451,-38.0789,-20.29663,-76.24435,-14.06289,82.0778,-48.70394,53.84914,0,70.67976,-46.27559,43.72488,-41.36451,-16.68688,0,70.67976,-0.3228247,-82.0778,-82.18115,0,0,0,0,-48.35361,-38.08617,0,38.08617,48.35361,0,24.49071,-43.15438,0,46.81687,-85.03399,-30.81901,-49.87748,-67.47026,0,43.15438,-24.49071,-30.81901,67.47026,49.87748,0,85.03399,-46.81687,0,0,0,24.49071,-0.3472269,-96.19142,43.15438,47.29043,-18.0002,-48.35361,-0.3472269,18.0002,46.81687,-11.46332,55.10553,67.47026,17.56333,0,38.08617,47.29043,96.19142,-49.87748,17.56333,0,85.03399,-26.49227,-55.10553,0,0,0,-43.15438,18.0002,-47.29043,-24.49071,96.19142,0.3472269,-38.08617,-96.19142,-47.29043,-85.03399,55.10553,26.49227,49.87748,0,-17.56333,48.35361,-18.0002,0.3472269,-67.47026,0,-17.56333,-46.81687,-55.10553,11.46332,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-34.02806,-36.75533,0,36.75533,34.02806,0,20.02648,-22.91338,0,38.96067,-46.07117,-74.2052,-18.7913,-85.02623,0,22.91338,-20.02648,-74.2052,85.02623,18.7913,0,46.07117,-38.96067,0,0,0,20.02648,15.36346,-12.21506,22.91338,44.23128,27.85056,-34.02806,15.36346,-27.85056,38.96067,75.14217,-5.324908,85.02623,-43.64635,0,36.75533,44.23128,12.21506,-18.7913,-43.64635,0,46.07117,-43.58366,5.324908,0,0,0,-22.91338,-27.85056,-44.23128,-20.02648,12.21506,-15.36346,-36.75533,-12.21506,-44.23128,-46.07117,-5.324908,43.58366,18.7913,0,43.64635,34.02806,27.85056,-15.36346,-85.02623,0,43.64635,-38.96067,5.324908,-75.14217,0,0,0,0,-3.354162,-45.00465,0,45.00465,3.354162,0,24.59263,-11.04693,0,39.79922,-19.78383,-71.65907,-29.72516,-93.55358,0,11.04693,-24.59263,-71.65907,93.55358,29.72516,0,19.78383,-39.79922,0,0,0,24.59263,-43.47744,-54.875,11.04693,0.5359531,10.05104,-3.354162,-43.47744,-10.05104,39.79922,-28.69477,-45.78534,93.55358,-65.7078,0,45.00465,0.5359531,54.875,-29.72516,-65.7078,0,19.78383,-49.78392,45.78534,0,0,0,-11.04693,-10.05104,-0.5359531,-24.59263,54.875,43.47744,-45.00465,-54.875,-0.5359531,-19.78383,-45.78534,49.78392,29.72516,0,65.7078,3.354162,10.05104,43.47744,-93.55358,0,65.7078,-39.79922,45.78534,28.69477,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,40.70371,-32.74068,0,32.74068,-40.70371,0,-26.37523,-40.2468,0,-7.635647,-77.81321,-11.19746,-84.79515,-52.88663,0,40.2468,26.37523,-11.19746,52.88663,84.79515,0,77.81321,7.635647,0,0,0,-26.37523,1.908058,-71.68855,40.2468,52.23932,37.73556,40.70371,1.908058,-37.73556,-7.635647,55.35745,49.57436,52.88663,-53.61264,0,32.74068,52.23932,71.68855,-84.79515,-53.61264,0,77.81321,-21.54325,-49.57436,0,0,0,-40.2468,-37.73556,-52.23932,26.37523,71.68855,-1.908058,-32.74068,-71.68855,-52.23932,-77.81321,49.57436,21.54325,84.79515,0,53.61264,-40.70371,37.73556,-1.908058,-52.88663,0,53.61264,7.635647,-49.57436,-55.35745,0,0,0,0,-7.489723,-41.84111,0,41.84111,7.489723,0,48.35033,20.6384,0,11.48533,-1.985717,-20.567,-29.83466,-47.07159,0,-20.6384,-48.35033,-20.567,47.07159,29.83466,0,1.985717,-11.48533,0,0,0,48.35033,-6.405849,-8.218647,-20.6384,34.14847,-31.7507,-7.489723,-6.405849,31.7507,11.48533,91.76029,3.949867,47.07159,4.243958,0,41.84111,34.14847,8.218647,-29.83466,4.243958,0,1.985717,-1.597785,-3.949867,0,0,0,20.6384,31.7507,-34.14847,-48.35033,8.218647,6.405849,-41.84111,-8.218647,-34.14847,-1.985717,3.949867,1.597785,29.83466,0,-4.243958,7.489723,-31.7507,6.405849,-47.07159,0,-4.243958,-11.48533,-3.949867,-91.76029,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-38.4997,-47.59349,0,47.59349,38.4997,0,-2.650946,-20.07598,0,12.47388,-33.33059,-93.16724,-46.06524,-53.90165,0,20.07598,2.650946,-93.16724,53.90165,46.06524,0,33.33059,-12.47388,0,0,0,-2.650946,47.79574,-97.27232,20.07598,33.84316,-37.08994,-38.4997,47.79574,37.08994,12.47388,48.35157,-28.58501,53.90165,-25.4552,0,47.59349,33.84316,97.27232,-46.06524,-25.4552,0,33.33059,4.922076,28.58501,0,0,0,-20.07598,37.08994,-33.84316,2.650946,97.27232,-47.79574,-47.59349,-97.27232,-33.84316,-33.33059,-28.58501,-4.922076,46.06524,0,25.4552,38.4997,-37.08994,-47.79574,-53.90165,0,25.4552,-12.47388,28.58501,-48.35157,0,0,0,0,38.44431,-29.8608,0,29.8608,-38.44431,0,-49.95346,-38.50161,0,-20.84796,-84.03104,-4.845322,-98.78989,-20.66815,0,38.50161,49.95346,-4.845322,20.66815,98.78989,0,84.03104,20.84796,0,0,0,-49.95346,-29.85175,-10.18346,38.50161,0.3756881,40.1252,38.44431,-29.85175,-40.1252,-20.84796,61.55083,-43.26442,20.66815,-61.65207,0,29.8608,0.3756881,10.18346,-98.78989,-61.65207,0,84.03104,-14.58524,43.26442,0,0,0,-38.50161,-40.1252,-0.3756881,49.95346,10.18346,29.85175,-29.8608,-10.18346,-0.3756881,-84.03104,-43.26442,14.58524,98.78989,0,61.65207,-38.44431,40.1252,29.85175,-20.66815,0,61.65207,20.84796,43.26442,-61.55083,
100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,7,-20,-20,7,-20,15,15,-20,-20,15,15,-20,7,-20,-20,7,100,7,7,100,7,-20,-20,7,7,-20,-20,7,100,7,7,100,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,0,-3,-3,0,-3,5,5,-3,-3,5,5,-3,0,-3,-3,0,75,0,0,75,0,-3,-3,0,0,-3,-3,0,75,0,0,75,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,7,15,15,7,15,-10,-10,15,15,-10,-10,15,7,15,15,7,60,7,7,60,7,15,15,7,7,15,15,7,60,7,7,60,0,0,0,0,-26.16675,-15.03259,0,15.03259,26.16675,0,-30.45549,-27.17429,0,-40.4642,-24.3352,-82.46443,-25.48803,-71.92213,0,27.17429,30.45549,-82.46443,71.92213,25.48803,0,24.3352,40.4642,0,0,0,-30.45549,-47.51348,-41.39461,27.17429,20.17769,-11.52306,-26.16675,-47.51348,11.52306,-40.4642,-38.74253,26.19096,71.92213,-36.22335,0,15.03259,20.17769,41.39461,-25.48803,-36.22335,0,24.3352,14.75378,-26.19096,0,0,0,-27.17429,11.52306,-20.17769,30.45549,41.39461,47.51348,-15.03259,-41.39461,-20.17769,-24.3352,26.19096,-14.75378,25.48803,0,36.22335,26.16675,-11.52306,47.51348,-71.92213,0,36.22335,40.4642,-26.19096,38.74253,0,0,0,0,-43.75825,-35.72348,0,35.72348,43.75825,0,8.813137,16.95348,0,-12.54081,-79.77712,-75.1773,-98.9062,-66.06281,0,-16.95348,-8.813137,-75.1773,66.06281,98.9062,0,79.77712,12.54081,0,0,0,8.813137,23.49092,-43.93595,-16.95348,24.54145,-30.365,-43.75825,23.49092,30.365,-12.54081,36.82653,-18.26973,66.06281,84.20825,0,35.72348,24.54145,43.93595,-98.9062,84.20825,0,79.77712,-11.06463,18.26973,0,0,0,16.95348,30.365,-24.54145,-8.813137,43.93595,-23.49092,-35.72348,-43.93595,-24.54145,-79.77712,-18.26973,11.06463,98.9062,0,-84.20825,43.75825,-30.365,-23.49092,-66.06281,0,-84.20825,12.54081,18.26973,-36.82653,
